Type,Date,Name,Sex,Country_killed,Organization,Nationality,Medium,Job,Coverage,Freelance,Local_Foreign,Source_fire,Type_death,Impunity_for_murder,Taken_captive,Threatened,Tortured
Motive Unconfirmed,16-Apr-09,Wasi Ahmad Qureshi,,Pakistan,"Daily Azadi, Balochistan Express",Pakistani,,,,,,,,,,,"
"
Motive Unconfirmed,1-Apr-09,Rolando Santiz,,Guatemala,Telecentro 13,,,,,,,,,,,,"
"
Motive Unconfirmed,31-Mar-09,Rafael Munguía Ortiz,,Honduras,Radio Cadena Voces,,,,,,,,,,,,"
"
Motive Unconfirmed,26-Mar-09,Raja Assad Hameed,,Pakistan,"The Nation, Waqt TV",,,,,,,,,,,,"
"
Motive Unconfirmed,11-Mar-09,Jawed Ahmad,,Afghanistan,freelance ,,,,,,,,,,,,"
"
Motive Unconfirmed,13-Feb-09,Jean Paul Ibarra Ramírez,,Mexico,El Correo,Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,2-Feb-09,Bruno Jacquet Ossébi,,Republic of Congo,Mwinda,France Congolese,,,,,,,,,,,"
"
Motive Unconfirmed,22-Jan-09,Badrodin Abbas,,Philippines,DXCM,,,,,,,,,,,,"
"
Motive Unconfirmed,5-Jan-09,Shafig Amrakhov,,Russia,RIA 51,,,,,,,,,,,,"
"
Motive Unconfirmed,2-Dec-08,Leo Mila,,Philippines,Radyo Natin,,,,,,,,,,,,"
"
Motive Unconfirmed,21-Nov-08,Didace Namujimbo,,Democratic Republic of the Congo,Radio Okapi,,,,,,,,,,,,"
"
Motive Unconfirmed,20-Nov-08,Jagjit Saikia,,India,Amar Asom,,,,,,,,,,,,"
"
Motive Unconfirmed,17-Nov-08,Arecio Padrigao,,Philippines,DXRS,,,,,,,,,,,,"
"
Motive Unconfirmed,22-Oct-08,Abel Girón Morales,,Guatemala,El Periódico,,,,,,,,,,,,"
"
Motive Unconfirmed,16-Oct-08,Eiphraim Audu,,Nigeria,Nasarawa State Broadcasting Service,Nigeria,,,,,,,,,,,"
"
Motive Unconfirmed,10-Oct-08,Miguel Angel Villagómez Valle,,Mexico, La Noticia de Michoacán,Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,10-Oct-08,Dyar Abas Ahmed,,Iraq,Eye Iraq ,,,,,,,,,,,,"
"
Motive Unconfirmed,8-Oct-08,Jagat Prasad Joshi,,Nepal,Janadisha,,,,,,,,,,,,"
"
Motive Unconfirmed,16-Aug-08,Paul Aboyomi Ogundeji,,Nigeria,ThisDay,Nigeria,,,,,,,,,,,"
"
Motive Unconfirmed,7-Aug-08,Normando García Reyes,,Dominican Republic,Teleunión,,,,,,,,,,,,"
"
Motive Unconfirmed,2-Jun-08,Pierre Fould Gerges,,Venezuela,Reporte Diario de la Economía ,,,,,,,,,,,,"
"
Motive Unconfirmed,28-May-08,Trent Keegan,,Kenya,freelance,,,,,,,,,,,,"
"
Motive Unconfirmed,10-May-08,Jorge Mérida Pérez,,Guatemala,Prensa Libre,,,,,,,,,,,,"
"
Motive Unconfirmed,14-Apr-08,Khadim Hussain Sheikh,,Pakistan,Sindh TV and Khabrein ,,,,,,,,,,,,"
"
Motive Unconfirmed,7-Apr-08,Teresa Bautista Merino ,,Mexico,La Voz que Rompe el Silencio,Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,7-Apr-08,Felicitas Martínez Sánchez,,Mexico,La Voz que Rompe el Silencio,Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,7-Apr-08,Benefredo Acabal,,Philippines,The Filipino Newsmen,,,,,,,,,,,,"
"
Motive Unconfirmed,7-Apr-08,Georgi Stoev,,Bulgaria,freelance,,,,,,,,,,,,"
"
Motive Unconfirmed,21-Mar-08,Ilyas Shurpayev,,Russia,Channel One ,,,,,,,,,,,,"
"
Motive Unconfirmed,21-Mar-08,Gadzhi Abashilov,,Russia,Dagestan,,,,,,,,,,,,"
"
Motive Unconfirmed,13-Mar-08,Qassim Abdul Hussein al-Iqabi,,Iraq,Al-Muwatin,,,,,,,,,,,,"
"
Motive Unconfirmed,12-Feb-08,Mauricio Estrada Zamora,,Mexico,La Opinión de Apatzingán,Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,12-Feb-08,Hisham Mijawet Hamdan,,Iraq,Young Journalists Association,,,,,,,,,,,,"
"
Motive Unconfirmed,24-Dec-07,Ferdinand Lintuan,,Philippines,DXGO and Sun Star,,,,,,,,,,,,"
"
Motive Unconfirmed,15-Dec-07,"Ali Shafeya al-Moussawi,",,Iraq,Alive in Baghdad,,,,,,,,,,,,"
"
Motive Unconfirmed,8-Dec-07,Gerardo Israel García Pimentel,,Mexico,La Opinion de Michoacán,Mexico,,,,,,,,,,,"
"
Motive Unconfirmed,23-Sep-07,Jawad al-Daami,,Iraq,Al-Baghdadia,,,,,,,,,,,,"
"
Motive Unconfirmed,20-Sep-07,Salvador Sánchez Roque,,El Salvador,freelance,,,,,,,,,,,,"
"
Motive Unconfirmed,15-Sep-07,Shankar Panthi,,Nepal,Naya Satta,,,,,,,,,,,,"
"
Motive Unconfirmed,5-Sep-07,Javier Darío Arroyave,,Colombia,Ondas del Valle,,,,,,,,,,,,"
"
Motive Unconfirmed,9-Aug-07,Patrick Kikuku Wilungula,,Democratic Republic of the Congo,freelance,,,,,,,,,,,,"
"
Motive Unconfirmed,1-Aug-07,Sahadevan Nilakshan,,Sri Lanka,Chaalaram,,,,,,,,,,,,"
"
Motive Unconfirmed,31-May-07,Saif Fakhry,,Iraq,Associated Press Television News,,,,,,,,,,,,"
"
Motive Unconfirmed,28-May-07,Mahmoud Hassib al-Qassab,,Iraq,Al-Hawadith,,,,,,,,,,,,"
"
Motive Unconfirmed,28-May-07,Abdul Rahman al-Issawi,,Iraq,National Iraq News Agency,,,,,,,,,,,,"
"
Motive Unconfirmed,20-May-07,Ali Khalil,,Iraq,Azzaman,,,,,,,,,,,,"
"
Motive Unconfirmed,16-May-07,Alix Joseph,,Haiti,Radio-Télé Provinciale,,,,,,,,,,,,"
"
Motive Unconfirmed,3-May-07,Mario Rolando López Sánchez,,Guatemala,Radio Sonora,,,,,,,,,,,,"
"
Motive Unconfirmed,7-Apr,Saúl Noé Martínez Ortega,,Mexico,Interdiario,,,,,,,,,,,,"
"
Motive Unconfirmed,18-Apr-07,Carmelo Palacios,,Philippines,DZRB Radyo ng Bayan,Philippines,,,,,,,,,,,"
"
Motive Unconfirmed,5-Apr-07,Vyacheslav Ifanov,,Russia,Novoye Televideniye Aleiska,,,,,,,,,,,,"
"
Motive Unconfirmed,16-Mar-07,Hussein al-Jabouri,,Iraq,As-Saffir,,,,,,,,,,,,"
"
Motive Unconfirmed,20-Feb-07,Hernani Pastolero,,Philippines,Lightning Courier Weekly,,,,,,,,,,,,"
"
Motive Unconfirmed,16-Feb-07,Ali Mohammed Omar,,Somalia,Radio Warsan,,,,,,,,,,,,"
"
Motive Unconfirmed,10-Jan-07,Lan Chengzhang,,China,Zhongguo Maoyi Bao,,,,,,,,,,,,"
"
Motive Unconfirmed,26-Dec-06,Yasin al-Dulaimi,,Iraq,Radio Al-Mustaqbal,,,,,,,,,,,,"
"
Motive Unconfirmed,22-Dec-06,Godwin Agbroko,,Nigeria,ThisDay,,,,,,,,,,,,"
"
Motive Unconfirmed,20-Dec-06,Andres Acosta,,Philippines,DZJC,,,,,,,,,,,,"
"
Motive Unconfirmed,7-Dec-06,Ponciano Grande,,Philippines,DWJJ,,,,,,,,,,,,"
"
Motive Unconfirmed,30-Nov-06,Adolfo Sánchez Guzmán,,Mexico,Orizaba en Vivo,,,,,,,,,,,,"
"
Motive Unconfirmed,16-Nov-06,José Manuel Nava Sánchez,,Mexico, El Sol de México,,,,,,,,,,,,"
"
Motive Unconfirmed,10-Nov-06,Misael Tamayo Hernández,,Mexico, El Despertar de la Costa,,,,,,,,,,,,"
"
Motive Unconfirmed,3-Nov-06,Ahmad al-Rashid,,Iraq,Al-Sharqiya,,,,,,,,,,,,"
"
Motive Unconfirmed,1-Nov-06,Mohammad Ismail,,Pakistan,Pakistan Press International,,,,,,,,,,,,"
"
Motive Unconfirmed,13-Oct-06,Raed Qays,,Iraq,Sawt al-Iraq,,,,,,,,,,,,"
"
Motive Unconfirmed,10-Oct-06,Azad Muhammad Hussein,,Iraq,Radio Dar Al-Salam,,,,,,,,,,,,"
"
Motive Unconfirmed,12-Sep-06,Hadi Anawi al-Joubouri,,Iraq, freelance,,,,,,,,,,,,"
"
Motive Unconfirmed,9-Sep-06,Eduardo Maas Bol,,Guatemala,Radio Punto,,,,,,,,,,,,"
"
Motive Unconfirmed,23-Aug-06,Jesús Rafael Flores Rojas,,Venezuela,La Región,,,,,,,,,,,,"
"
Motive Unconfirmed,20-Aug-06,Sinnathamby Sivamaharajah,,Sri Lanka,Namathu Eelanadu,,,,,,,,,,,,"
"
Motive Unconfirmed,9-Aug-06,Enrique Perea Quintanilla,,Mexico," Dos Caras, Una Verdad",,,,,,,,,,,,"
"
Motive Unconfirmed,9-Aug-06,Milton Fabián Sánchez,,Colombia, Yumbo Estéreo,,,,,,,,,,,,"
"
Motive Unconfirmed,26-Jul-06,Yevgeny Gerasimenko,,Russia,Saratovsky Rasklad,,,,,,,,,,,,"
"
Motive Unconfirmed,8-Jul-06,Bapuwa Mwamba,,Democratic Republic of the Congo, freelance,,,,,,,,,,,,"
"
Motive Unconfirmed,1-Jul-06,Sampath Lakmal,,Sri Lanka,Sathdina,,,,,,,,,,,,"
"
Motive Unconfirmed,29-Jun-06,Osama Qadir,,Iraq, freelance,,,,,,,,,,,,"
"
Motive Unconfirmed,28-Jun-06,Alaa Hassan,,Iraq,Inter Press Service,,,,,,,,,,,,"
"
Motive Unconfirmed,10-Jun-06,Arun Narayan Dekate,,India, Tarun Bharat,,,,,,,,,,,,"
"
Motive Unconfirmed,5-May-06,Abdel Majid al-Mehmedawi,,Iraq,freelance,,,,,,,,,,,,"
"
Motive Unconfirmed,4-Apr-06,Orlando Tapios Mendoza,,Philippines, freelance,,,,,,,,,,,,"
"
Motive Unconfirmed,9-Mar-06,Jaime Arturo Olvera Bravo,,Mexico,freelance,,,,,,,,,,,,"
"
Motive Unconfirmed,26-Feb-06,Ilya Zimin,,Russia,NTV,,,,,,,,,,,,"
"
Motive Unconfirmed,13-Feb-06,José Luis León Desiderio,,Ecuador,Radio Minutera,,,,,,,,,,,,"
"
Motive Unconfirmed,20-Jan-06,Rolly Cañete,,Philippines, freelance,,,,,,,,,,,,"
"
Motive Unconfirmed,1-Dec-05,George Benaojan,,Philippines,DYBB and Bantay Balita,,,,,,,,,,,,"
"
Motive Unconfirmed,20-Nov-05,Robert Ramos,,Philippines,Katapat,,,,,,,,,,,,"
"
Motive Unconfirmed,18-Nov-05,"Ricardo \Ding\"" Uy""",,Philippines,DZRS,,,,,,,,,,,,"
"
Motive Unconfirmed,3-Nov-05,Franck Kangundu,,Democratic Republic of the Congo,La Référence Plus,,,,,,,,,,,,"
"
Motive Unconfirmed,2-Nov-05,Santi Lamaneenil,,Thailand,Pattaya Post,,,,,,,,,,,,"
"
Motive Unconfirmed,17-Oct-05,Vasily Grodnikov,,Belarus,Narodnaya Volya,,,,,,,,,,,,"
"
Motive Unconfirmed,14-Jul-05,Jacques Roche,,Haiti, Le Matin,,,,,,,,,,,,"
"
Motive Unconfirmed,8-Apr-05,Raúl Gibb Guerrero,,Mexico,La Opinión,,,,,,,,,,,,"
"
Motive Unconfirmed,28-Feb-05,Arnulfo Villanueva,,Philippines,Asian Star Express Balita,,,,,,,,,,,,"
"
Motive Unconfirmed,14-Feb-05,Pongkiat Saetang,,Thailand,Had Yai Post,,,,,,,,,,,,"
"
Motive Unconfirmed,9-Feb-05,Abdul-Hussein Khazal,,Iraq,Al-Hurra,,,,,,,,,,,,"
"
Motive Unconfirmed,27-Nov-04,Stephen Omaois,,Philippines,Guru Press,,,,,,,,,,,,"
"
Motive Unconfirmed,27-Nov-04,Allan Dizon,,Philippines,"The Freeman, Banat",,,,,,,,,,,,"
"
Motive Unconfirmed,8-Nov-04,Dilip Mohapatra,,India,Aji Kagoj,,,,,,,,,,,,"
"
Motive Unconfirmed,27-Oct-04,Liqaa Abdul Razzak,,Iraq, Al-Sharqiya TV,,,,,,,,,,,,"
"
Motive Unconfirmed,20-Oct-04,Veronika Cherkasova,,Belarus, Solidarnost,,,,,,,,,,,,"
"
Motive Unconfirmed,2-Oct-04,Diponkar Chakrabarty,,Bangladesh,Durjoy Bangla,,,,,,,,,,,,"
"
Motive Unconfirmed,1-Sep-04,Mauro Marcano,,Venezuela,Radio Maturín,,,,,,,,,,,,"
"
Motive Unconfirmed,12-Aug-04,Fernando Consignado,,Philippines,Radio Veritas,,,,,,,,,,,,"
"
Motive Unconfirmed,20-Jul-04,Askhat Sharipjanov,,Kazakhstan,Navigator,,,,,,,,,,,,"
"
Motive Unconfirmed,11-Jul-04,Jorge Lourenço dos Santos,,Brazil, Criativa FM,,,,,,,,,,,,"
"
Motive Unconfirmed,1-Jun-04,Sahar Saad Eddine al-Nuaimi ,,Iraq,freelance,,,,,,,,,,,,"
"
Motive Unconfirmed,19-Mar-04,Roberto Javier Mora García,,Mexico,El Mañana,,,,,,,,,,,,"
"
Motive Unconfirmed,3-Mar-04,Heorhiy Chechyk,,Ukraine, Yuta,,,,,,,,,,,,"
"
Motive Unconfirmed,4-Jan-04,Oscar Alberto Polanco Herrera,,Colombia,Cable Unión de Occidente ,,,,,,,,,,,,"
"
Motive Unconfirmed,15-Dec-03,Marco Boukoukou Boussaga,,Gabon, L'Autre Journal,,,,,,,,,,,,"
"
Motive Unconfirmed,2-Dec-03,Nelson Nadura,,Philippines, Radio DYME,,,,,,,,,,,,"
"
Motive Unconfirmed,26-Nov-03,Germán Antonio Rivas,,Honduras, Corporación Maya Visión,,,,,,,,,,,,"
"
Motive Unconfirmed,18-Sep-03,Parmanand Goyal,,India,Punjab Kesari,,,,,,,,,,,,"
"
Motive Unconfirmed,15-Sep-03,Ernis Nazalov,,Kyrgyzstan,Kyrgyz Ruhu,,,,,,,,,,,,"
"
Motive Unconfirmed,24-Jun-03,Indra Mohan Hakasam,,India,Amar Assam,,,,,,,,,,,,"
"
Motive Unconfirmed,Date unknown,Mohamad Jamal,,Indonesia, TVRI,,,,,,,,,,,,"
"
Motive Unconfirmed,18-Apr-03,Dmitry Shvets,,Russia, TV-21 Northwestern Broadcasting,,,,,,,,,,,,"
"
Motive Unconfirmed,10-Mar-03,Oscar Salazar Jaramillo,,Colombia,Radio Sevilla,,,,,,,,,,,,"
"
Motive Unconfirmed,11-Feb-03,Surapong Ritthi,,Thailand, freelance,,,,,,,,,,,,"
"
Motive Unconfirmed,Date unknown,Kloueu Gonzreu,,Ivory Coast, Ivoirian Press Agency,,,,,,,,,,,,"
"
Motive Unconfirmed,28-Dec-02,Tirgran Nagdalian,,Armenia,Armenia Public Television,,,,,,,,,,,,"
"
Motive Unconfirmed,18-Dec-02,William Soto Cheng,,Colombia, Telemar,,,,,,,,,,,,"
"
Motive Unconfirmed,Date unknown,Ambika Timsina,,Nepal,Janadesh,,,,,,,,,,,,"
"
Motive Unconfirmed,1-Dec-02,Gimbler Perdomo Zamora,,Colombia,Panorama Estéreo,,,,,,,,,,,,"
"
Motive Unconfirmed,30-Oct-02,Mykhailo Kolomyets,,Belarus,Ukrainski Novyny,,,,,,,,,,,,"
"
Motive Unconfirmed,28-Oct-02,José Eli Escalante,,Colombia, La Voz de Cinaruco,,,,,,,,,,,,"
"
Motive Unconfirmed,13-Oct-02,Yambem Meghajit Singh,,India,Northeast Vision,,,,,,,,,,,,"
"
Motive Unconfirmed,3-Aug-02,Syed Farroque Ahmed,,Bangladesh,Pubali Barta,,,,,,,,,,,,"
"
Motive Unconfirmed,12-Jul-02,Mario Prada Díaz,,Colombia,Horizonte del Magdalena Medio,,,,,,,,,,,,"
"
Motive Unconfirmed,6-Jun-02,Oscar Javier Hoyos Narváez,,Colombia, Radio Súper,,,,,,,,,,,,"
"
Motive Unconfirmed,27-May-02,"Krishna Sen, Janadisha",,Nepal,Janadisha,,,,,,,,,,,,"
"
Motive Unconfirmed,14-Apr-02,Paritosh Pandey,,India,Jansatta Express,,,,,,,,,,,,"
"
Motive Unconfirmed,Date unknown,Sergei Kalinovsky,,Russia, Moskovsky Komsomolets,,,,,,,,,,,,"
"
Motive Unconfirmed,23-Jan-02,Marco Antonio Ayala Cárdenas,,Colombia,El Caleño,,,,,,,,,,,,"
"
Motive Unconfirmed,23-Dec-01,Álvaro Alonso Escobar,,Colombia,La Región,,,,,,,,,,,,"
"
Motive Unconfirmed,18-Nov-01,Settha Sririwat,,Thailand,"Naew Na, Channel 3",,,,,,,,,,,,"
"
Motive Unconfirmed,18-Nov-01,Chuvit Chueharn,,Thailand,"iTV,  The Nation,  Krungthep Thurakij",,,,,,,,,,,,"
"
Motive Unconfirmed,18-Nov-01,Suchart Charnchanavivat,,Thailand,"Chao Mukdahan, Siam Rath",,,,,,,,,,,,"
"
Motive Unconfirmed,14-Nov-01,Heriberto Cárdenas Escudero,,Colombia,retired radio and newspaper reporter,,,,,,,,,,,,"
"
Motive Unconfirmed,19-Oct-01,Bekim Kastrati,,Yugoslavia,Bota Sot,,,,,,,,,,,,"
"
Motive Unconfirmed,1-Sep-01,Asadullah,,Pakistan, Freelancer,,,,,,,,,,,,"
"
Motive Unconfirmed,16-Aug-01,Mário Coelho de Almeida Filho,,Brazil,A Verdade,,,,,,,,,,,,"
"
Motive Unconfirmed,20-Jul-01,Ahsan Ali,,Bangladesh,Freelancer,,,,,,,,,,,,"
"
Motive Unconfirmed,17-Jul-01,Nicolas Giudici,,France,"Nice-Matin, Corse-Matin",,,,,,,,,,,,"
"
Motive Unconfirmed,16-Jul-01,Eduardo Estrada Gutiérrez,,Colombia,Desarrollo de la Comunicación y la Cultura de San Pablo,,,,,,,,,,,,"
"
Motive Unconfirmed,4-Jul-01,Arquímedes Arias Henao,,Colombia,Fresno Estéreo,,,,,,,,,,,,"
"
Motive Unconfirmed,24-Jun-01,Oleh Breus,,Ukraine,XXI Vek,,,,,,,,,,,,"
"
Motive Unconfirmed,21-Jun-01,Pablo Emilio Parra Castañeda,,Colombia,Planadas Cultural Estéreo,,,,,,,,,,,,"
"
Motive Unconfirmed,31-May-01,Joy Mortel,,Philippines,Mindoro Guardian,,,,,,,,,,,,"
"
Motive Unconfirmed,20-Mar-01,Hidaya Sultan al-Salem,,Kuwait,Al-Majales,,,,,,,,,,,,"
"
Motive Unconfirmed,23-Feb-01,Mohammad Yusop,,Philippines,Radio DXID,,,,,,,,,,,,"
"
Motive Unconfirmed,15-Dec-00,Gérard Denoze,,Haiti, Radio Plus,,,,,,,,,,,,"
"
Motive Unconfirmed,30-Nov-00,Yuliy Mazur,,Ukraine,Yug,,,,,,,,,,,,"
"
Motive Unconfirmed,30-Nov-00,Guillermo León Agudelo,,Colombia,La Voz de la Selva,,,,,,,,,,,,"
"
Motive Unconfirmed,21-Nov-00,Adam Tepsurgayev,,Russia,Reuters,,,,,,,,,,,,"
"
Motive Unconfirmed,28-Oct-00,Aziz Al-Tineh,,Israel and the Occupied Palestinian Territory, WAFA,,,,,,,,,,,,"
"
Motive Unconfirmed,27-Oct-00,Samuel Nduati,,Kenya,Citizen Radio,,,,,,,,,,,,"
"
Motive Unconfirmed,18-Oct-00,James Edwin Richards,,USA,Neighborhood News,,,,,,,,,,,,"
"
Motive Unconfirmed,16-Oct-00,Antonio Russo,,Georgia,Radio Radicale,,,,,,,,,,,,"
"
Motive Unconfirmed,3-Oct-00,Sergey Ivanov,,Russia,Lada-TV,,,,,,,,,,,,"
"
Motive Unconfirmed,21-Sep-00,Iskandar Khatloni,,Russia, Radio Free Europe/Radio Liberty,,,,,,,,,,,,"
"
Motive Unconfirmed,10-Sep-00,Shefki Popova,,Yugoslavia,Rilindja,,,,,,,,,,,,"
"
Motive Unconfirmed,9-Sep-00,Carlos José Restrepo Rocha,,Colombia,"TanGente, El Día",,,,,,,,,,,,"
"
Motive Unconfirmed,20-Aug-00,Thounaojam Brajamani Singh,,India,Manipur News,,,,,,,,,,,,"
"
Motive Unconfirmed,31-Jul-00,V. Selvaraj,,India,Nakkeeran,,,,,,,,,,,,"
"
Motive Unconfirmed,26-Jul-00,Sergey Novikov,,Russia,Radio Vesna,,,,,,,,,,,,"
"
Motive Unconfirmed,4-Jul-00,Marisol Revelo Barón,,Colombia,former journalist,,,,,,,,,,,,"
"
Motive Unconfirmed,28-Apr-00,José Ramírez Puente,,Mexico,Radio Net,,,,,,,,,,,,"
"
Motive Unconfirmed,9-Apr-00,Pablo Pineda,,Mexico,La Opinión,,,,,,,,,,,,"
"
Motive Unconfirmed,18-Mar-00,Adhir Rai,,India,Freelancer,,,,,,,,,,,,"
"
Motive Unconfirmed,5-Mar-00,María Elena Salinas,,Colombia,Freelancer,,,,,,,,,,,,"
"
Motive Unconfirmed,5-Feb-00,Shambhu Patel,,Nepal,Radio Nepal,,,,,,,,,,,,"
"
Motive Unconfirmed,31-Dec-99,Vasthian Anthony Mariyadas,,Sri Lanka,Freelancer,,,,,,,,,,,,"
"
Motive Unconfirmed,28-Dec-99,Larry Lee,,Guatemala,BridgeNews,,,,,,,,,,,,"
"
Motive Unconfirmed,3-Dec-99,Nawaz Zulfiqar Memon,,Pakistan,The Nation,,,,,,,,,,,,"
"
Motive Unconfirmed,28-Nov-99,Luis Alberto Rincón Solano,,Colombia,Freelancer,,,,,,,,,,,,"
"
Motive Unconfirmed,28-Nov-99,Alberto Sánchez Tovar,,Colombia,Producciones Colombia,,,,,,,,,,,,"
"
Motive Unconfirmed,2-Nov-99,Atputharajah Nadarajah,,Sri Lanka,Thinamurusu,,,,,,,,,,,,"
"
Motive Unconfirmed,10-Oct-99,N.A. Lalruhlu,,India,Shan,,,,,,,,,,,,"
"
Motive Unconfirmed,21-Sep-99,Abdoulaye Bakayoko,,Ivory Coast,Le Libéral,,,,,,,,,,,,"
"
Motive Unconfirmed,7-Sep-99,Rohana Kumara,,Sri Lanka,Satana,,,,,,,,,,,,"
"
Motive Unconfirmed,31-Aug-99,Mauricio Cristovao,,Angola,Radio 5,,,,,,,,,,,,"
"
Motive Unconfirmed,5-Jul-99,Dzhumakhon Khotami,,Tajikistan,Tajikistan's Interior Ministry,,,,,,,,,,,,"
"
Motive Unconfirmed,30-Jun-99,Vadim Rudenko,,Russia,ORT,,,,,,,,,,,,"
"
Motive Unconfirmed,26-Apr-99,Jill Dando,,UK,BBC,,,,,,,,,,,,"
"
Motive Unconfirmed,31-Mar-99,Bolade Fasasi,,Nigeria,National Association of Women Journalists,,,,,,,,,,,,"
"
Motive Unconfirmed,13-Mar-99,Irfan Hussain,,India,Outlook ,,,,,,,,,,,,"
"
Motive Unconfirmed,10-Feb-99,Valentina Neverova,,Russia,Pravo,,,,,,,,,,,,"
"
Motive Unconfirmed,23-Jan-99,Shivani Bhatnagar,,India,Indian Express,,,,,,,,,,,,"
"
Motive Unconfirmed,24-Nov-98,Majid Sharif,,Iran,Iran-e-Farda,,,,,,,,,,,,"
"
Motive Unconfirmed,18-Oct-98,José Arturo Guapacha,,Colombia,El Panorama,,,,,,,,,,,,"
"
Motive Unconfirmed,14-Oct-98,Saúl Alcaraz,,Colombia,Instituto Mi Río,,,,,,,,,,,,"
"
Motive Unconfirmed,11-Sep-98,Néstor Villar Jiménez,,Colombia,Former journalist,,,,,,,,,,,,"
"
Motive Unconfirmed,3-Sep-98,Belmonde Magloire Missinhoun,,Democratic Republic of the Congo,La Pointe Congo,,,,,,,,,,,,"
"
Motive Unconfirmed,27-Aug-98,Carlos Mavroleon,,Pakistan,Freelancer,,,,,,,,,,,,"
"
Motive Unconfirmed,7-Jun-98,Tesfaye Tadesse,,Ethiopia,Mestawet and Lubar,,,,,,,,,,,,"
"
Motive Unconfirmed,16-Apr-98,Nelson Catipay,,Philippines,DXMY Radio,,,,,,,,,,,,"
"
Motive Unconfirmed,6-Apr-98,José Amaya Jacinto,,Peru,Radio Satélite,,,,,,,,,,,,"
"
Motive Unconfirmed,6-Apr-98,Isabel Chumpitaz Panta,,Peru,Radio Satélite,,,,,,,,,,,,"
"
Motive Unconfirmed,31-Mar-98,Ivan Fedyunin,,Russia,Bryanskie Izvestia,,,,,,,,,,,,"
"
Motive Unconfirmed,14-Mar-98,José Abel Salazar Serna,,Colombia, Radio journalist,,,,,,,,,,,,"
"
Motive Unconfirmed,2-Mar-98,Didier Aristizábal Galeano,,Colombia,Radio journalist,,,,,,,,,,,,"
"
Motive Unconfirmed,14-Nov-97,Luis Ronaldo De León Godoy,,Guatemala,Prensa Libre,,,,,,,,,,,,"
"
Motive Unconfirmed,24-Oct-97,Alejandro Jaramillo,,Colombia, El Sur,,,,,,,,,,,,"
"
Motive Unconfirmed,14-Oct-97,Ou Sareoun,,Cambodia,Samleng Reas Khmer,,,,,,,,,,,,"
"
Motive Unconfirmed,6-Sep-97,Valery Krivosheyev,,Russia,Komsomolskaya Pravda,,,,,,,,,,,,"
"
Motive Unconfirmed,3-Sep-97,Tito Pilco Mori,,Peru,Radio Frecuencia Popular,,,,,,,,,,,,"
"
Motive Unconfirmed,25-Aug-97,Lorena Saravia,,El Salvador,Radio RCS,,,,,,,,,,,,"
"
Motive Unconfirmed,16-Jul-97,Hernández Pérez,,Guatemala,Radio Campesina,,,,,,,,,,,,"
"
Motive Unconfirmed,13-Mar-97,Petro Shevchenko,,Ukraine,Kyivskiye Vedomosti,,,,,,,,,,,,"
"
Motive Unconfirmed,11-Jan-97,Natan Pereira Gatinho,,Brazil,Ouro Verde,,,,,,,,,,,,"
"
Motive Unconfirmed,15-Dec-96,Alberto Berbon,,Philippines,DZMM Radio,,,,,,,,,,,,"
"
Motive Unconfirmed,10-Dec-96,Israel Hernández Marroquín,,Guatemala,Infopress Centroamericano,,,,,,,,,,,,"
"
Motive Unconfirmed,19-Jun-96,S.M. Alauddin,,Bangladesh,Ogrodoot,,,,,,,,,,,,"
"
Motive Unconfirmed,1-May-96,Chinedu Offoaro,,Nigeria,The Guardian,,,,,,,,,,,,"
"
Motive Unconfirmed,11-Apr-96,Juan José Yantuche,,Guatemala,"\TV Noticias\""""",,,,,,,,,,,,"
"
Motive Unconfirmed,1-Mar-96,Baguda Kaltho,,Nigeria,TheNEWS,,,,,,,,,,,,"
"
Motive Unconfirmed,8-Feb-96,Sergei Grebenyuk,,Uzbekistan,Interfax,,,,,,,,,,,,"
"
Motive Unconfirmed,25-Jan-96,Oleg Slabynko,,Russia,Russian Television Channel 2,,,,,,,,,,,,"
"
Motive Unconfirmed,23-Sep-95,Sasa Kolevski,,Bosnia,Bosnian Serb Television,,,,,,,,,,,,"
"
Motive Unconfirmed,28-Aug-95,Hussein Musa Njuki,,Uganda, Assalaam,,,,,,,,,,,,"
"
Motive Unconfirmed,28-Jul-95,Andrew Shumack,,Russia,Freelancer,,,,,,,,,,,,"
"
Motive Unconfirmed,15-Jun-95,Sergei Ivanov,,Russia,Nevskoye Vremya,,,,,,,,,,,,"
"
Motive Unconfirmed,7-Jun-95,Pamphile Simbizi,,Burundi,National Radio and Television of Burundi,,,,,,,,,,,,"
"
Motive Unconfirmed,2-Jun-95,Viktor Frelix,,Ukraine,Freelancer journalist and publisher,,,,,,,,,,,,"
"
Motive Unconfirmed,1-Mar-95,Maxim Chabalin,,Russia,Nevskoye Vremya,,,,,,,,,,,,"
"
Motive Unconfirmed,1-Mar-95,Felix Titov,,Russia,Nevskoye Vremya,Russia,,,,,,,,,,,"
"
Motive Unconfirmed,29-Jan-95,Alberto Antoniotti Monge,,Guatemala,El Gráfico,,,,,,,,,,,,"
"
