State,Year,State Debt,Local Debt,State and Local Debt,Gross State Product,Real State Growth %,Population (million)
New Mexico,2014,6.9,8.8,15.7,92.5,3.1,2.1
New Jersey,2014,66.1,33.3,99.4,546.8,0.3,8.9
New Hampshire,2014,8.2,2.6,10.9,72.4,1.0,1.3
Nebraska,2014,1.9,13.2,15.1,111.3,2.0,1.9
Alabama,2014,8.9,22.3,31.2,194.1,-1.0,4.8
Alaska,2015,5.7,3.3,9.1,50.6,0.7,0.7
Alabama,2015,9,21.1,30.1,200.5,1.3,4.9
Mississippi,2015,7.5,6.7,14.2,105.8,0.4,3.0
Minnesota,2015,16.8,34.7,51.4,328.7,1.0,5.5
Michigan,2015,33.2,43.2,76.5,474,2.3,9.9
Massachusetts,2015,75.3,17.9,93.2,502.7,3.6,6.8
Maryland,2015,26.6,24.5,51.1,367.2,1.7,6.0
Maine,2015,5,2.9,7.9,57.5,0.4,1.3
Louisiana,2015,17.6,21.9,39.4,234.3,-0.2,4.7
Kentucky,2015,13.8,26.2,40,192,0.5,4.4
Kansas,2015,7.6,20.7,28.3,151.7,1.2,2.9
Iowa,2015,6.1,12.4,18.5,178,2.1,3.1
Missouri,2015,19.4,27.6,46.9,294.8,1.1,6.1
Illinois,2015,64.2,84.3,148.5,792.6,1.0,12.9
Hawaii,2015,8.8,6.1,14.8,82.8,3.4,1.4
Georgia,2015,13.2,42.9,56.2,512.7,3.3,10.2
Florida,2015,33.3,115.3,148.7,894,3.9,20.2
District of Columbia,2015,0,13.9,13.9,125.2,1.8,0.7
Delaware,2015,5,2.7,7.6,70.9,3.0,0.9
Connecticut,2015,35.4,11.6,46.9,259.7,1.8,3.6
Colorado,2015,17.2,38.9,56.1,318.2,4.4,5.5
California,2015,151.7,269.3,421,"2,558.20",5.0,38.9
Arkansas,2015,5,11.6,16.6,118.5,0.4,3.0
Arizona,2015,14.2,33.7,47.9,297.1,2.2,6.8
Idaho,2015,3.7,2.7,6.3,66.3,3.0,1.7
Montana,2015,3.2,1.9,5.2,46.2,3.8,1.0
Indiana,2015,22.5,28.4,50.8,329.7,-1.0,6.6
Nevada,2015,3.4,25.3,28.7,144.3,4.2,2.9
Nebraska,2015,1.8,13.7,15.5,115.1,2.4,1.9
Wyoming,2015,0.8,1.1,2,37.7,2.6,0.6
Wisconsin,2015,22.1,21.8,43.9,304.9,1.4,5.8
West Virginia,2015,7.1,3.3,10.5,70.3,-0.5,1.8
Washington,2015,32.2,49.2,81.4,470.6,4.2,7.2
Virginia,2015,28.2,36.9,65.1,484.6,1.9,8.4
Vermont,2015,3.3,1.2,4.6,30.7,1.1,0.6
All states combined,2015,"1,149.90","1,847.80","2,997.80","18,224.80",2.9,320.6
Texas,2015,48.2,229.4,277.6,"1,568.20",5.1,27.5
Tennessee,2015,6,38.8,44.8,322.7,3.1,6.6
South Dakota,2015,3.3,2.5,5.8,47.7,2.6,0.9
South Carolina,2015,15.1,28.3,43.4,203.8,3.2,4.9
Utah,2015,7.5,12.8,20.3,149.5,4.0,3.0
Rhode Island,2015,9,2.6,11.6,56.8,1.5,1.1
New Jersey,2015,66.9,33.2,100.1,569.5,1.6,8.9
New Mexico,2015,6.7,8.8,15.5,90.9,1.9,2.1
New York,2015,137.4,208.8,346.1,"1,487.80",1.6,19.7
North Carolina,2015,17.5,32.7,50.1,503.3,3.1,10.0
North Dakota,2015,2.1,4,6,54.9,-3.0,0.8
New Hampshire,2015,8.2,2.6,10.8,75.9,2.4,1.3
Oklahoma,2015,8.9,10,18.9,185.3,3.5,3.9
Oregon,2015,13.1,21.8,34.9,203.3,5.3,4.0
Pennsylvania,2015,47.1,80.1,127.1,710,2.0,12.8
Ohio,2015,33.1,52.6,85.7,609.8,1.2,11.6
Illinois,2016,65.8,85.9,151.7,805.4,0.3,12.8
Minnesota,2016,16.2,35,51.2,338.6,2.0,5.5
Michigan,2016,33.7,38.8,72.5,490.2,1.9,10.0
Massachusetts,2016,76.9,18.1,95,519.7,1.7,6.8
Maryland,2016,27.9,25,52.9,384.2,3.1,6.0
Maine,2016,4.8,3,7.8,59.6,2.1,1.3
Louisiana,2016,17.9,19.2,37.1,228.1,-1.2,4.7
Kentucky,2016,14.5,24.4,38.8,195.1,0.5,4.4
Kansas,2016,9.5,19.7,29.2,155.7,2.3,2.9
Iowa,2016,6,12.6,18.5,180.4,0.4,3.1
Indiana,2016,22.5,28.4,50.8,338.2,1.7,6.6
Idaho,2016,3.5,2.4,6,69.3,3.7,1.7
Alabama,2016,8.7,20.2,28.9,203.4,0.5,4.9
Georgia,2016,13.1,44.8,57.9,538.2,3.3,10.3
Florida,2016,33.5,105.6,139.1,938.4,3.4,20.6
District of Columbia,2016,0,14.5,14.5,129.8,2.0,0.7
Delaware,2016,5,2.5,7.6,70.4,-2.9,0.9
Connecticut,2016,37,11.3,48.3,263,-0.2,3.6
Colorado,2016,16.7,36.2,52.9,329.1,2.4,5.5
California,2016,151.3,282.5,433.8,"2,663.40",3.0,39.2
Arkansas,2016,4.8,11.1,15.9,120.1,0.5,3.0
Arizona,2016,14.4,34.4,48.8,311.4,3.3,6.9
Alaska,2016,6,3.3,9.3,49.4,-1.8,0.7
Mississippi,2016,7.3,6.7,14,106.9,0.3,3.0
Hawaii,2016,9.2,6.2,15.4,85.9,2.3,1.4
Missouri,2016,19.1,26.8,45.9,296.1,-0.9,6.1
Wyoming,2016,0.8,1.1,1.9,35.9,-3.8,0.6
Nebraska,2016,2,13.3,15.3,116.1,0.5,1.9
Wisconsin,2016,23.1,0,23.1,312.1,1.1,5.8
West Virginia,2016,7.2,3.5,10.7,69.8,-1.2,1.8
Washington,2016,33.1,52,85.1,492.9,3.8,7.3
Virginia,2016,28.6,37.5,66.1,493.9,0.3,8.4
Vermont,2016,2.5,1.1,3.6,31.6,1.6,0.6
Utah,2016,7,11.4,18.4,157.9,3.9,3.0
Texas,2016,49.4,230,279.3,"1,564.40",0.2,27.9
Tennessee,2016,6.1,36.6,42.7,334.4,1.9,6.6
South Dakota,2016,3.4,2.4,5.8,48.5,0.3,0.9
South Carolina,2016,16.2,27.4,43.6,212.7,2.8,5.0
Rhode Island,2016,9.1,2.7,11.7,57.7,0.0,1.1
All states combined,2016,"1,160.50","1,842.20","3,002.70","18,715.00",1.6,322.9
Oregon,2016,13.4,20.5,33.9,215.2,4.6,4.1
Pennsylvania,2016,47.1,74.8,121.9,724.3,1.1,12.8
New Hampshire,2016,7.9,2.6,10.4,78.4,1.9,1.3
New Jersey,2016,66.7,33.4,100.1,581.3,0.7,8.9
New Mexico,2016,7,8.4,15.3,91,0.1,2.1
New York,2016,137.5,219,356.5,"1,541.50",1.4,19.6
Nevada,2016,3.2,25.9,29.1,150.4,2.4,2.9
North Dakota,2016,2.4,4.4,6.8,50.8,-7.1,0.8
Ohio,2016,33.2,52.1,85.2,621.4,0.7,11.6
Oklahoma,2016,8.7,10,18.7,178.5,-2.8,3.9
North Carolina,2016,16.9,30.3,47.2,518.2,1.1,10.2
Montana,2016,3.1,2.2,5.3,45.6,-1.1,1.0
Indiana,2017,21.8,25.9,47.7,351.1,1.6,6.7
Minnesota,2017,16.4,36.7,53,352.3,2.1,5.6
Michigan,2017,33.5,38.6,72,505.8,1.6,10.0
Massachusetts,2017,77,20,97,540.9,2.2,6.9
Maryland,2017,28,26.5,54.5,398.4,2.0,6.0
Maine,2017,4.8,3.1,7.9,61.7,1.7,1.3
Louisiana,2017,18.1,18.2,36.3,238.1,0.1,4.7
Kentucky,2017,14.4,30.4,44.8,201,1.1,4.5
Kansas,2017,7.5,19.6,27.2,160.1,0.8,2.9
Iowa,2017,6.1,13.2,19.4,183,-0.3,3.1
Arizona,2017,14.3,32.8,47.1,326.5,3.0,7.0
Idaho,2017,3.4,2.7,6.1,72.4,2.4,1.7
Hawaii,2017,9.7,6.3,16,89,1.6,1.4
Georgia,2017,13.1,44.8,57.8,562.1,2.9,10.4
Florida,2017,28.8,105.9,134.7,979.5,2.5,21.0
District of Columbia,2017,0,14.9,14.9,134.9,1.7,0.7
Delaware,2017,4.6,2.5,7.1,72.2,-0.1,1.0
Connecticut,2017,38.8,11.2,50,265.5,-0.6,3.6
Colorado,2017,17,40.4,57.3,347.2,3.1,5.6
California,2017,152.8,314.7,467.5,"2,809.90",3.6,39.4
Arkansas,2017,4.8,11.6,16.4,123.7,0.9,3.0
Mississippi,2017,7.5,7.1,14.6,109.9,0.5,3.0
Illinois,2017,61.8,93.1,154.9,825.8,0.6,12.8
Missouri,2017,18.4,28.7,47.1,304.1,0.9,6.1
Pennsylvania,2017,47.5,75.3,122.9,752.3,1.7,12.8
Nebraska,2017,2,13.9,15.9,118.5,0.3,1.9
Wyoming,2017,0.8,1.2,2,37.6,0.5,0.6
Wisconsin,2017,23.3,23.1,46.3,321.6,1.4,5.8
West Virginia,2017,7.5,3.6,11.2,73.1,1.4,1.8
Washington,2017,33.4,55.1,88.6,522.4,4.1,7.4
Virginia,2017,27.8,38.1,65.9,510.4,1.8,8.5
Vermont,2017,3.5,1.3,4.8,32.6,1.3,0.6
Utah,2017,7.5,13.3,20.7,165.7,2.7,3.1
All states combined,2017,"1,155.50","1,905.80","3,061.30","19,519.40",2.4,325.0
Texas,2017,51,238.7,289.6,"1,654.50",2.0,28.3
Tennessee,2017,6.1,36.4,42.6,347.8,2.4,6.7
South Dakota,2017,3.5,2.7,6.2,49.6,-0.4,0.9
South Carolina,2017,15.7,23.3,39.1,221.9,2.6,5.0
Alaska,2017,5.9,3.5,9.5,51.7,-0.2,0.7
Oregon,2017,12.7,22.9,35.5,226.1,3.2,4.1
Oklahoma,2017,8.5,10.3,18.7,187.3,0.2,3.9
Ohio,2017,33.5,54.2,87.7,645.8,1.6,11.7
North Dakota,2017,2.9,5.1,8,51.6,-1.6,0.8
North Carolina,2017,16.3,31,47.3,537.9,1.9,10.3
New York,2017,139.2,211,350.3,"1,598.50",1.4,19.6
New Mexico,2017,7.1,8.7,15.8,94.2,0.0,2.1
New Jersey,2017,65.9,31.1,97,599.3,1.3,8.9
New Hampshire,2017,7.7,2.7,10.4,81.2,2.0,1.3
Nevada,2017,3.2,24.1,27.4,157,2.5,3.0
Montana,2017,2.8,2.5,5.3,47.1,0.4,1.1
Alabama,2017,8.8,21.2,30,211.7,1.8,4.9
Rhode Island,2017,8.9,2.7,11.6,59.3,0.8,1.1
Wisconsin,2018,22.8,22.6,45.5,337,2.5,5.8
Michigan,2018,33.6,38.7,72.2,528,2.7,10.0
Massachusetts,2018,78.6,20.5,99.2,567.3,2.7,6.9
Maryland,2018,28,26.4,54.4,412.9,1.6,6.0
Maine,2018,4.8,3.1,7.9,64.4,1.9,1.3
Louisiana,2018,18.2,18.3,36.4,252.1,1.1,4.7
Kentucky,2018,14.6,30.8,45.4,208.3,1.4,4.5
Kansas,2018,6.1,16.7,22.9,167,1.9,2.9
Iowa,2018,6.3,13.5,19.8,190.2,1.4,3.1
Indiana,2018,22,26.1,48.1,366.7,1.9,6.7
Illinois,2018,67.5,101.3,168.8,864.6,2.1,12.7
Hawaii,2018,9.9,6.5,16.4,92,1.0,1.4
Georgia,2018,13.3,45.6,58.9,588.2,2.6,10.5
Florida,2018,27.6,101.4,129,"1,036.30",3.5,21.2
District of Columbia,2018,0,15.3,15.3,140.3,2.1,0.7
Delaware,2018,5.1,2.8,7.9,75,0.3,1.0
Connecticut,2018,40.3,11.7,52,274.2,1.0,3.6
Colorado,2018,17.9,42.3,60.1,368.8,3.5,5.7
California,2018,148,305,453,"2,968.10",3.5,39.5
Arkansas,2018,6.8,13.3,20.2,128.1,0.9,3.0
Arizona,2018,13.7,31.4,45.1,346.8,4.0,7.2
Alaska,2018,5.9,3.5,9.4,54,-0.3,0.7
Alabama,2018,9.9,23.8,33.6,221.1,2.0,4.9
Wyoming,2018,0.8,1.3,2.1,39.4,0.3,0.6
Minnesota,2018,16.6,37.2,53.8,368.3,2.2,5.6
Mississippi,2018,7.3,6.9,14.1,114.1,1.0,3.0
Idaho,2018,3.4,2.7,6.2,77,4.1,1.8
Montana,2018,2.7,2.5,5.2,49,0.9,1.1
Missouri,2018,17.9,27.8,45.7,317.7,2.3,6.1
West Virginia,2018,8.6,4.1,12.8,77.5,2.4,1.8
Washington,2018,33.9,56,89.9,563.2,5.7,7.5
Virginia,2018,29.1,39.8,68.9,534.4,2.8,8.5
Vermont,2018,3.6,1.3,4.9,33.7,1.2,0.6
Utah,2018,7.4,13.1,20.5,177.3,4.3,3.2
All states combined,2018,"1,173.60","1,936.60","3,110.20","20,580.20",2.9,326.7
Tennessee,2018,6.3,38.2,44.5,365.6,3.0,6.8
South Dakota,2018,3.7,2.9,6.6,51.6,1.3,0.9
South Carolina,2018,14.6,21.9,36.5,230.4,1.6,5.1
Rhode Island,2018,9.1,2.7,11.8,61,0.6,1.1
Pennsylvania,2018,49.1,77.9,127,788.5,2.1,12.8
Texas,2018,51.5,240.3,291.9,"1,775.80",3.2,28.6
Nebraska,2018,2.1,14.2,16.3,123,1.5,1.9
Oklahoma,2018,8.9,10.8,19.7,200,1.8,3.9
Ohio,2018,31.6,51.1,82.7,676.2,1.8,11.7
North Dakota,2018,3,5.4,8.4,54.7,2.5,0.8
North Carolina,2018,15.4,29.2,44.6,565.8,2.9,10.4
New York,2018,148,223.5,371.4,"1,676.40",2.1,19.5
New Mexico,2018,7.3,9,16.3,99.4,1.8,2.1
New Jersey,2018,65.6,31.3,96.9,624.9,2.0,8.9
New Hampshire,2018,7.7,2.7,10.4,84.7,2.2,1.4
Nevada,2018,3.4,25.5,28.9,165.8,3.2,3.0
Oregon,2018,14.3,24.8,39.1,238.7,3.4,4.2
Indiana,2019,22.3,26.4,48.7,378.1,1.0,6.7
Iowa,2019,6.4,13.8,20.2,195.5,0.8,3.2
Kansas,2019,5.8,15.8,21.5,172.1,1.0,2.9
Kentucky,2019,14.9,31.3,46.2,213.8,0.8,4.5
Louisiana,2019,18.3,18.5,36.8,262,0.6,4.6
Minnesota,2019,16.9,37.8,54.7,379.9,1.2,5.6
Maryland,2019,28.2,26.5,54.7,423.8,0.9,6.0
Massachusetts,2019,80.4,21.2,101.5,586.2,1.5,6.9
Michigan,2019,33.8,39,72.8,544.1,1.5,10.0
Illinois,2019,72.7,108.9,181.6,892.6,1.2,12.7
Maine,2019,4.8,3.1,7.9,66.3,1.1,1.3
Idaho,2019,3.5,2.8,6.3,80.2,2.3,1.8
Alabama,2019,10.7,26.1,36.8,228,1.1,4.9
Georgia,2019,13.6,46.6,60.2,607,1.4,10.6
Florida,2019,26.7,98.2,125,"1,076.70",2.0,21.5
District of Columbia,2019,0,15.7,15.7,144.2,1.2,0.7
Delaware,2019,5.6,3.1,8.7,77.1,0.1,1.0
Connecticut,2019,41.7,12.1,53.8,280.8,0.5,3.6
Colorado,2019,18.7,44.2,62.9,384.1,2.0,5.8
California,2019,145,298.7,443.7,"3,080.60",2.0,39.5
Arkansas,2019,7.3,14.9,22.2,131.4,0.5,3.0
Arizona,2019,13.3,30.5,43.8,361.1,2.3,7.3
Alaska,2019,5.9,3.5,9.4,55.7,-0.2,0.7
Mississippi,2019,7.1,6.7,13.8,117.2,0.5,3.0
Hawaii,2019,10.1,6.6,16.7,94.3,0.5,1.4
Missouri,2019,17.5,27.2,44.7,327.7,1.3,6.1
Montana,2019,2.7,2.4,5.2,50.4,0.5,1.1
Nebraska,2019,2.1,14.6,16.7,126.3,0.8,1.9
Wisconsin,2019,22.6,22.4,45,348.1,1.4,5.8
West Virginia,2019,9.4,4.6,14,80.6,1.3,1.8
Washington,2019,34.7,57.2,91.8,591.9,3.4,7.6
Virginia,2019,30.3,41.4,71.7,551.8,1.6,8.5
Vermont,2019,3.7,1.3,5,34.6,0.7,0.6
Utah,2019,7.4,13.1,20.5,185.5,2.5,3.2
All states combined,2019,"1,197.00","1,975.90","3,172.90","21,427.70",2.3,328.2
Texas,2019,52.3,243.8,296.1,"1,861.40",1.8,29.0
Tennessee,2019,6.6,39.9,46.5,378.3,1.7,6.8
South Dakota,2019,3.9,3,7,53,0.7,0.9
South Carolina,2019,13.8,20.9,34.7,236.6,0.9,5.1
Wyoming,2019,0.9,1.4,2.3,40.6,0.1,0.6
Pennsylvania,2019,50.7,80.5,131.3,814.6,1.2,12.8
Oregon,2019,15.3,26.6,41.8,247.7,1.9,4.2
Oklahoma,2019,9.4,11.4,20.7,208.9,1.0,4.0
Ohio,2019,30.2,48.8,79,698.1,1.0,11.7
North Dakota,2019,3.2,5.7,8.8,56.9,1.4,0.8
North Carolina,2019,14.7,27.9,42.6,585.8,1.6,10.5
New York,2019,156.2,235.4,391.6,"1,732.40",1.2,19.5
New Mexico,2019,7.5,9.3,16.8,103.1,1.0,2.1
New Jersey,2019,65.6,31.7,97.2,643.5,1.1,8.9
New Hampshire,2019,7.8,2.7,10.5,87.3,1.2,1.4
Nevada,2019,3.6,26.8,30.4,172.1,1.8,3.1
Rhode Island,2019,9.3,2.8,12,62.4,0.3,1.1
Ohio,2020,29.2,47.2,76.4,729.7,2.3,11.7
North Dakota,2020,3.3,5.9,9.3,59.8,2.5,0.8
North Carolina,2020,14.2,27,41.1,613.3,2.7,10.6
New York,2020,164.2,247,411.2,"1,811.80",2.4,19.4
Nebraska,2020,2.2,14.9,17.1,131.5,2.2,1.9
New Jersey,2020,66,32.1,98.1,671.6,2.3,8.9
New Hampshire,2020,7.9,2.7,10.6,91.1,2.4,1.4
Nevada,2020,3.8,28.1,31.9,180.4,2.8,3.1
Oklahoma,2020,9.8,11.9,21.7,219.9,2.3,4.0
New Mexico,2020,7.7,9.6,17.3,108.1,2.3,2.1
Oregon,2020,16.2,28.2,44.4,259.7,2.9,4.3
Texas,2020,53.5,248.6,302.1,"1,963.60",2.8,29.4
Rhode Island,2020,9.5,2.8,12.3,64.8,1.9,1.1
South Carolina,2020,13.3,20.1,33.4,246.6,2.2,5.2
South Dakota,2020,4.1,3.2,7.3,55.3,2.1,0.9
Tennessee,2020,6.8,41.7,48.5,396,2.7,6.9
All states combined,2020,"1,223.70","2,020.60","3,244.30","22,210.90",1.5,330.6
Utah,2020,7.4,13.2,20.6,195.5,3.2,3.3
Vermont,2020,3.7,1.3,5.1,36,2.1,0.6
Virginia,2020,31.5,43.1,74.6,576.8,2.6,8.6
Washington,2020,35.6,58.6,94.2,625.4,3.8,7.7
West Virginia,2020,10.1,5,15.1,84.6,2.5,1.8
Montana,2020,2.7,2.4,5.1,52.5,2.0,1.1
Pennsylvania,2020,52.4,83.3,135.7,851.8,2.4,12.8
Missouri,2020,17.3,26.9,44.2,342.3,2.5,6.2
Illinois,2020,77.5,116,193.5,932.9,2.4,12.6
Minnesota,2020,17.2,38.6,55.9,396.9,2.4,5.7
Alabama,2020,11.5,28.2,39.8,238.1,2.4,4.9
Alaska,2020,6,3.6,9.5,58.2,1.6,0.7
Arizona,2020,13.1,30,43.1,379.4,3.1,7.4
Arkansas,2020,7.8,16.2,24,136.8,2.0,3.0
California,2020,143.4,295.5,438.9,"3,230.20",2.9,39.6
Colorado,2020,19.5,46.2,65.7,403.6,2.9,5.8
Connecticut,2020,43.2,12.5,55.7,292.1,2.0,3.6
Delaware,2020,6,3.3,9.3,80.3,1.8,1.0
District of Columbia,2020,0,16.1,16.1,150.4,2.4,0.7
Florida,2020,26.2,96.2,122.4,"1,129.60",2.9,21.7
Georgia,2020,13.9,47.8,61.7,634.3,2.6,10.7
Hawaii,2020,10.3,6.8,17.1,98.1,2.0,1.4
Idaho,2020,3.6,2.9,6.5,84.3,3.1,1.8
Wyoming,2020,0.9,1.5,2.4,42.5,1.8,0.6
Indiana,2020,22.6,26.9,49.5,394.8,2.3,6.8
Iowa,2020,6.6,14.1,20.6,203.8,2.2,3.2
Kansas,2020,5.5,15.1,20.5,179.7,2.3,2.9
Kentucky,2020,15.1,31.9,47.1,222.7,2.2,4.5
Louisiana,2020,18.6,18.7,37.4,275,2.0,4.6
Maine,2020,4.8,3.2,8,69.2,2.3,1.3
Maryland,2020,28.5,26.8,55.3,441.4,2.2,6.1
Massachusetts,2020,82.4,21.8,104.2,613,2.6,6.9
Michigan,2020,34.2,39.5,73.7,568.1,2.6,10.0
Mississippi,2020,7,6.7,13.7,122.2,2.0,3.0
Wisconsin,2020,22.5,22.4,44.9,363.9,2.5,5.8
